year,county_name,state_postal,cbsa_code,cy_gratio,cy_bracket_gratio_5,cy_bracket_gratio_6,cy_bracket_gratio_7,cy_bracket_gratio_8,cy_avg_giving_by_itemizer,gvsa,gvsa_5,gvsa_6,gvsa_7,gvsa_8,god,god_5,god_6,god_7,god_8,cy_itemized_agi,itemized_agi_5,itemized_agi_6,itemized_agi_7,itemized_agi_8,cy_amt_contributions,amt_contributions_5,amt_contributions_6,amt_contributions_7,amt_contributions_8,avg_giving_by_itemizer_5,avg_giving_by_itemizer_6,avg_giving_by_itemizer_7,avg_giving_by_itemizer_8,Income
2013,Anne Arundel County,MD,12580,2.4499999359250069E-2,3.3500000834465034E-2,2.7799999341368675E-2,2.3000000044703487E-2,2.2900000214576721E-2,3.7765998840332027,-0.19033032655715945,-0.19471153616905212,-0.16516517102718353,-0.13857677578926086,-0.22108843922615051,91181.4609375,11691.3330078125,10931.1240234375,23763.275390625004,44795.726562500007,16847317,1439382.9999999998,1993277,6486265,6928392,411951.00000000006,48187,55445.000000000007,149420,158899,2.0941998958587646,2.4286000728607178,3.190000057220459,9.689000129699707,2396242
2013,Anoka County,MN,33460,2.2600000724196431E-2,0.02569999918341636,2.4000000208616257E-2,2.1700000390410427E-2,2.1400000900030136E-2,2.7588999271392822,-0.1306413859128952,-9.8245613276958493E-2,-6.6147856414318085E-2,-7.6595738530158983E-2,-0.22181817889213559,20177.962890624996,2674.6125488281245,2080.9111328125005,5233.47705078125,10188.962890625,6741264.9999999991,943424.99999999988,1227623,2891381.9999999995,1678835,152374.99999999997,24213,29468.999999999989,62713.999999999985,35978.999999999993,1.6045999526977537,2.0915000438690186,2.8701999187469478,8.5663995742797869,4562170
2013,Arapahoe County,CO,19740,2.8699999675154693E-2,2.9799999669194218E-2,2.7699999511241909E-2,2.5399999693036076E-2,3.0400000512599938E-2,5.4646000862121582,3.0202290043234825E-2,6.7567601799964896E-3,2.5925930589437481E-2,2.0080320537090302E-2,2.3569019511342045E-2,0,0,0,0,0,15498748,1288422,1517385,4169481,8523460,445475.00000000006,38447.000000000007,42039,105940,259049.00000000006,1.8581999540328977,2.4091000556945801,3.4814000129699707,20.003799438476562,4527634
2013,Arlington County,VA,47900,2.0500000566244122E-2,3.2299999147653573E-2,2.4800000712275498E-2,1.9500000402331356E-2,0.01970000006258488,4.3111000061035147,-0.25040724873542786,-0.10773480683565141,-0.20512820780277255,-0.24710425734519958,-0.2334630340337753,59195.23828125,1506.0810546875002,3971.7304687500009,18093.107421875,35624.3203125,9775027,384505,619767,2830120,5940634.9999999991,200035,12412.999999999998,15365,55207.000000000015,117050,2.0315999984741211,2.1702001094818115,2.7562000751495366,8.8809003829956037,3292379
2013,Armstrong County,PA,38300,2.2800000384449959E-2,2.8699999675154683E-2,2.7899999171495438E-2,2.1900000050663948E-2,1.9099999219179153E-2,3.1284999847412109,-0.11153633892536163,-4.6511631458997726E-2,0.08984375,-2.6666669175028801E-2,-0.29259258508682251,1735.6148681640623,99.727897644042969,0,120.30999755859374,1515.5770263671875,548054,73579,92788,191036.00000000003,190651.00000000003,12514,2115,2588.9999999999995,4177.9999999999991,3631.9999999999991,1.7924000024795532,2.4425001144409175,2.8615999221801762,12.10669994354248,3820760
2013,Atascosa County,TX,41700,2.6000000536441806E-2,3.1700000166893005E-2,2.8500000014901158E-2,2.6699999347329136E-2,2.3800000548362728E-2,4.4808001518249512,-0.25081223249435425,-0.24703088402748105,-0.2460317462682724,-0.19578312337398524,-0.30000001192092896,3187.4174804687505,380.50140380859369,400.37939453125006,597.52478027343739,1809.011962890625,349889,36734.000000000007,42973,92064.000000000015,178117.99999999997,9096,1166,1224,2458.9999999999995,4246.9999999999991,1.9763000011444092,2.497999906539917,3.5129001140594487,16.988000869750977,2581906
2013,Austin County,TX,26420,0.03089999966323376,3.9099998772144318E-2,3.6499999463558197E-2,0.03229999914765358,2.8200000524520874E-2,6.0338997840881348,-0.10962198674678802,-7.1258910000324249E-2,-3.4391529858112335E-2,-2.7108430862426754E-2,-0.17058824002742767,1725.42041015625,91.80680084228517,57.471599578857422,114.62799835205078,1461.5140380859375,455041.00000000006,30708,43822,127790.00000000001,252721.00000000003,14059,1201,1599.0000000000002,4128,7131,2.4509999752044678,3.1979999542236333,4.4869999885559082,16.978599548339844,3430660
2013,Baker County,FL,27260,4.3499998748302467E-2,5.0900001078844077E-2,4.3200001120567322E-2,4.3699998408555991E-2,3.4099999815225608E-2,4.5774998664855957,0.34657666087150574,0.30512821674346924,0.24855491518974304,0.46644294261932373,6.5624997019767775E-2,0,0,0,0,0,145237,27372,34641,61495,21729.000000000004,6317,1392,1497,2688,740,3.163599967956543,3.7425000667572021,5.5999999046325684,12.33329963684082,2267474
2013,Baltimore city,MD,12580,3.6299999803304672E-2,4.8000000417232513E-2,3.6200001835823059E-2,2.8899999335408214E-2,3.6299999803304672E-2,4.8394999504089355,0.20284850895404816,0.1538461446762085,8.7087087333202362E-2,8.2396999001502977E-2,0.23469388484954834,0,0,0,0,0,7023642,1257123,1062835,1951043,2752641,255140.99999999997,60371,38481,56311,99978,2.9421000480651855,3.125999927520752,3.8675000667572021,18.757600784301758,2396242
2013,Baltimore County,MD,12580,3.7599999457597733E-2,0.04010000079870224,3.2600000500679023E-2,2.7300000190734863E-2,4.5899998396635056E-2,5.8677000999450675,0.24656340479850766,-3.6057688295841217E-2,-2.1021019667387012E-2,2.2471910342574116E-2,0.56122446060180664,5655.99560546875,3677.9663085937505,1978.029052734375,0,0,21177162,2373004,2729130,6706889.9999999991,9368138,797240,95039,88902,183278,430021,2.4904999732971191,2.8313000202178955,3.6907000541687012,25.827100753784176,2396242
2013,Bandera County,TX,41700,2.9100000858306885E-2,2.8400000184774395E-2,0.02930000051856041,2.6900000870227814E-2,3.0700000002980236E-2,4.674799919128418,-0.160403236746788,-0.32541567087173462,-0.22486771643161774,-0.18975904583930969,-9.7058817744255052E-2,1577.7430419921875,391.13378906249994,304.87240600585937,484.47680664062506,397.260009765625,261550,28577.999999999996,35658,77424,119890.00000000001,7619.9999999999991,812,1043,2086,3679.0000000000005,1.8043999671936033,2.5439000129699707,3.6596000194549556,18.395000457763668,2581906
2013,Barrow County,GA,12060,3.3500000834465034E-2,3.7999998778104782E-2,3.3300001174211502E-2,3.4699998795986176E-2,2.7899999171495441E-2,3.678800106048584,-0.16864900290966034,-0.2338709682226181,-0.20143884420394895,-1.6997169703245163E-2,-0.31784841418266285,5568.951171875,1877.8527832031252,1342.586181640625,129.97210693359378,2218.539794921875,714821.99999999988,161368,160086,223257.00000000003,170110.99999999997,23949,6126.0000000000009,5333,7751,4739,2.3471000194549561,2.8826999664306632,4.4545998573303223,15.287099838256836,2250227
2013,Barry County,MI,24340,3.5900000482797623E-2,0.03229999914765358,3.0799999833106991E-2,2.8599999845027924E-2,4.8900000751018524E-2,4.6346001625061035,0.23231667280197144,-0.11263736337423325,-6.4516100101172924E-3,7.9245276749134064E-2,0.70979022979736328,452.94738769531244,422.48840332031244,30.458999633789063,0,0,713405,102430.99999999999,129789,258186.99999999997,222998,25583,3306,3993,7385.9999999999991,10898,2.0281999111175537,2.6798999309539795,3.7492001056671143,25.344200134277344,1300083
2013,Bartow County,GA,12060,4.3299999088048935E-2,4.1799999773502357E-2,3.8600001484155655E-2,3.6100000143051147E-2,5.8800000697374337E-2,5.0829000473022461,7.3525808751583099E-2,-0.15725806355476379,-0.07434052973985672,2.2662889212369919E-2,0.43765279650688171,1989.385009765625,1375.7055664062498,613.67938232421875,0,0,1025677.9999999999,176486,197882,392483,258827.00000000003,44374.000000000007,7377.9999999999991,7637.9999999999991,14151,15207,2.5978999137878418,3.3499999046325679,4.732800006866456,24.527399063110352,2250227
2013,Bastrop County,TX,12420,0.02669999934732914,3.4400001168251038E-2,2.9999999329447746E-2,2.7000000700354576E-2,2.0999999716877937E-2,3.4210999011993408,-0.22910895943641663,-0.18289786577224731,-0.2063492089509964,-0.1867469847202301,-0.38235294818878174,5495.71484375,713.13311767578125,841.13519287109375,1418.00244140625,2523.444091796875,622843,92711,108284,227982,193866,16661,3190,3252,6151,4068,2.1554000377655029,2.6226000785827637,3.576200008392334,9.4604997634887695,781948
2013,Bates County,MO,28140,2.5699999183416367E-2,2.8899999335408207E-2,2.2800000384449955E-2,0.02999999932944775,1.9600000232458111E-2,2.8617000579833984,-0.20703059434890747,-0.20604395866394049,-0.27619048953056335,6.7615658044815063E-2,-0.43839541077613825,735.57220458984364,151.53880310058594,208.37800598144531,0,375.6553955078125,104701.00000000001,20317.000000000004,24012,35826,24546.000000000004,2690.0000000000005,588,548.00000000000011,1073,481.00000000000006,1.8374999761581423,1.9571000337600706,3.8320999145507817,8.0166997909545898,1952403
2013,Beaver County,PA,38300,2.4000000208616257E-2,3.0799999833106995E-2,2.4299999698996547E-2,2.3000000044703487E-2,2.2099999710917473E-2,3.0362999439239502,-6.6900268197059631E-2,2.3255810141563416E-2,-5.0781249999999993E-2,2.2222220897674557E-2,-0.18148148059844973,3010.5847167968745,0,415.84161376953125,0,2594.742919921875,1908078.9999999995,240576,326360.99999999994,809633,531509,45757.000000000007,7414,7939,18648,11755.999999999998,1.9256999492645264,2.1226999759674077,3.0471000671386723,8.6441001892089844,3820760
2013,Benton County,MS,32820,5.8400001376867301E-2,6.9499999284744263E-2,6.5300002694129944E-2,5.1100000739097595E-2,0,6.0666999816894522,0.2604546844959259,0.13747954368591309,0.24144487082958221,0.11816193163394928,0,0,0,0,0,0,24948.999999999996,5597,5526,13825.999999999998,0,1456,389,361.00000000000006,706,0,4.322199821472168,6.0166997909545898,7.8443999290466309,0,3136582
2013,Bergen County,NJ,35620,1.9200000911951065E-2,2.7599999681115154E-2,2.3900000378489498E-2,1.9200000911951065E-2,1.7999999225139618E-2,4.3281002044677734,-5.3341869264841073E-2,0,3.4632030874490731E-2,4.3478261679410934E-2,-9.5477387309074388E-2,45067.203124999985,63.080799102783196,0,0,45004.12109375,38710765.999999993,1952358.0000000002,2628726,9813696,24315986.000000007,743911,53822,62716.999999999993,188488.00000000003,438883.99999999994,1.7229000329971313,2.0836000442504883,2.6942000389099121,10.815299987792967,4734366
2013,Berkeley County,SC,16700,0.02930000051856041,4.1900001466274261E-2,3.2999999821186066E-2,3.0899999663233754E-2,0.0210999995470047,4.0404000282287598,-0.24481527507305145,-0.15353535115718842,-0.2216981053352356,-0.16711589694023132,-0.40056818723678589,24286.439453125,2722.9189453125,3864.385498046875,4996.3046875,12702.830078125,2480652,360362,412344,806019,901927,72686,15115,13619,24907,19045,2.6105000972747803,2.8731999397277832,4.0499000549316406,14.538200378417967,541895
2013,Bernalillo County,NM,10740,2.7000000700354576E-2,2.9400000348687172E-2,2.8999999165534973E-2,2.8300000354647633E-2,2.4000000208616257E-2,3.7067000865936279,-6.2647528946399689E-2,-9.5384620130062117E-2,-6.7524120211601257E-2,-2.0761249586939808E-2,-0.10447760671377182,17108.529296875,3636.1374511718745,2644.1650390625,1867.3585205078125,8960.8681640625,8878360,1160435,1285150,3193265,3239509.9999999995,239677.99999999997,34078,37324,90417.999999999985,77858,1.8214000463485716,2.5269999504089355,3.8508999347686763,10.11139965057373,973500
2013,Bexar County,TX,41700,3.2900001853704453E-2,3.4699998795986176E-2,3.2699998468160622E-2,3.0200000852346413E-2,0.03420000150799752,5.7501997947692871,-0.05072484165430069,-0.17577196657657623,-0.13492062687873838,-9.0361453592777266E-2,5.8823497965931892E-3,47075.90625,16083.692382812498,12063.025390625,18929.189453125,0,22197916,2186501,2378334,6252324.9999999991,11380756,731195.99999999977,75968,77838.000000000015,188648.00000000003,388742,2.1489999294281006,2.8480999469757076,4.1055002212524423,20.979099273681644,2581906
2013,Bibb County,AL,13820,4.6500001102685928E-2,6.1900001019239426E-2,5.2900001406669617E-2,4.4799998402595527E-2,3.2099999487400055E-2,5.3761000633239755,2.7684649452567101E-2,6.5404482185840621E-2,3.9292730391025543E-2,1.3574659824371338E-2,-0.19950124621391296,246.68899536132815,0,0,0,246.68899536132815,130782,22501,27677,49713.999999999993,30890.000000000007,6075,1393,1465,2225,992.00000000000023,3.8694000244140629,4.5781002044677734,5.7051000595092773,16.533300399780273,350160
2013,Blount County,AL,13820,4.0199998766183853E-2,4.7100000083446496E-2,4.2199999094009399E-2,4.2399998754262924E-2,2.8999999165534977E-2,4.5120000839233398,-0.1100798025727272,-0.18932874500751495,-0.17092338204383853,-4.0723979473114021E-2,-0.2768079936504364,3026.5869140625,879.382080078125,817.11212158203136,269.42739868164062,1060.6651611328125,421759.00000000006,80041.000000000015,94069,151797,95852,16965.000000000004,3770.9999999999995,3971,6440,2783,2.9460999965667725,3.6431000232696533,5.4576001167297363,13.252400398254393,350160
2013,Blount County,TN,28940,4.5600000768899918E-2,4.9899999052286141E-2,4.7499999403953552E-2,0.04600000008940696,4.2700000107288354E-2,6.1374001502990723,3.0823780223727226E-2,-6.2030080705881112E-2,-3.6511160433292389E-2,4.3083898723125465E-2,3.6407768726348877E-2,946.79418945312511,563.17877197265625,383.61538696289057,0,0,1254082,169758.99999999997,208978,427159,448186,57139.000000000007,8468,9919,19630,19122,3.1131999492645264,4.1329002380371094,6.1343998908996582,19.315200805664059,946177
2013,Boise County,ID,14260,2.5900000706315041E-2,3.1599998474121094E-2,0.02759999968111515,2.1600000560283657E-2,2.9699999839067463E-2,2.9028999805450435,-0.35442247986793513,-0.34303534030914307,-0.3684210479259491,-0.42705568671226501,-0.21220159530639646,1151.0760498046875,213.37600708007815,238.98869323730469,582.402587890625,116.30879974365234,78493,12960,14850.999999999998,36138,14543.999999999998,2032,410,410,780,431.99999999999994,1.9523999691009519,2.4117999076843262,2.8889000415802002,8.6400003433227539,490804
2013,Bond County,IL,41180,0.03680000081658364,4.2899999767541871E-2,3.5000000149011619E-2,3.4800000488758087E-2,3.7599999457597733E-2,4.1595001220703125,0.36246049404144282,0.40196079015731806,0.33587786555290217,0.51965063810348511,0.29655173420906061,0,0,0,0,0,142471,23898.999999999996,31687,57701.000000000007,29183.999999999996,5241,1026,1110,2009,1096.0000000000002,2.7000000476837158,3.0833001136779785,4.5658998489379874,13.699999809265137,3003223
2013,Boone County,IN,26900,3.2999999821186066E-2,3.7700001150369644E-2,3.1099999323487282E-2,3.0500000342726707E-2,3.3900000154972076E-2,7.0542001724243155,3.5055451095104218E-2,1.6172509640455246E-2,-6.0422960668802261E-2,4.0955629199743271E-2,4.9535598605871201E-2,303.84719848632812,0,303.84719848632812,0,0,2040325.0000000002,101604,149512,531347.00000000012,1257861.9999999998,67368,3830,4645,16199.000000000002,42694.000000000007,2.3642001152038579,2.7163999080657955,4.2628998756408691,17.642099380493164,2887864
2013,Boone County,KY,17140,2.3700000718235966E-2,2.7300000190734863E-2,2.3800000548362732E-2,0.0227000005543232,2.3800000548362732E-2,3.0706000328063969,-0.28110778331756592,-0.25205478072166443,-0.25391849875450134,-0.26298701763153076,-0.3061224520206452,21278.2890625,2510.1594238281255,3346.2395019531255,8293.0429687500018,7128.84619140625,2386752.9999999995,271703,413926.00000000006,1019904,681220,56622,7407,9858,23120,16237.000000000002,1.7028000354766848,2.0796999931335449,3.0460999011993408,9.2256002426147461,1516194
2013,Box Elder County,UT,36260,7.4799999594688416E-2,7.9499997198581696E-2,7.6700001955032349E-2,7.7100001275539398E-2,5.7900000363588326E-2,7.528900146484375,0.15562739968299866,0.13409414887428284,0.12794117629528046,0.20468750596046448,-6.4620360732078552E-2,310.756103515625,0,0,0,310.756103515625,542751,120278,145974.99999999997,198279,78219,40581,9560,11199,15291,4531,4.9534001350402832,6.6265997886657715,9.7395000457763672,22.655000686645508,1486450
2013,Bracken County,KY,17140,2.3299999535083774E-2,2.9100000858306881E-2,0.01940000057220459,2.5900000706315041E-2,1.5699999406933781E-2,2.4258999824523926,-0.29427611827850342,-0.2027397304773331,-0.39184951782226568,-0.15909090638160708,-0.54227405786514282,547.92572021484375,97.682998657226548,156.32420349121094,98.802803039550795,195.11570739746094,56249.999999999993,13142,12518,20091,10499,1310,382.00000000000011,243,520,165,1.8190000057220457,1.7357000112533569,3.2499999999999996,5.5000000000000009,1516194
2013,Brazoria County,TX,26420,3.1300000846385956E-2,4.1999999433755875E-2,3.5700000822544098E-2,3.2499998807907104E-2,2.5599999353289604E-2,4.5131998062133789,-9.7765989601612091E-2,-2.3753000423312187E-3,-5.5555559694766998E-2,-2.1084340289235115E-2,-0.24705882370471954,18209.3984375,58.165500640869134,1395.5848388671877,1434.0144042968752,15321.633789062502,5082964.0000000009,458555,664116,2142892,1817401.0000000002,159134.99999999997,19247,23708,69709.999999999985,46469.999999999993,2.6185998916625977,3.1236000061035156,4.4657001495361337,9.8662004470825195,3430660
2013,Brevard County,FL,37340,2.8999999165534973E-2,3.6699999123811722E-2,3.4200001507997513E-2,2.9999999329447746E-2,2.4199999868869781E-2,4.229100227355957,-0.10070411860942841,-5.8974359184503555E-2,-1.1560689657926559E-2,6.7114098928868771E-3,-0.24375000596046448,21427.8125,1638.946044921875,369.5701904296875,0,19419.296875,6225648,723614,848687,2166369,2486978,180838,26582,28995,65097,60164,2.285599946975708,2.9737999439239502,4.083899974822998,11.059599876403809,698002
2013,Bristol County,MA,39300,1.4299999922513962E-2,1.7500000074505806E-2,1.4100000262260437E-2,1.3100000098347664E-2,1.4800000004470348E-2,1.940500020980835,-0.40050259232521057,-0.1666666716337204,-0.18965516984462735,-0.12080536782741547,-0.50666666030883789,60666.234374999993,3778.617919921875,4543.48876953125,6874.8857421875,45469.23828125,9339691.9999999981,1082458,1391234.9999999998,3869790.9999999995,2996208,133819,18953,19664,50785,44417,1.0961999893188477,1.2329000234603882,1.7706999778747559,6.3091998100280771,2923947
2013,Bristol County,RI,39300,0.03649999946355819,2.1900000050663945E-2,2.0800000056624413E-2,1.7599999904632568E-2,4.8900000751018524E-2,7.6782999038696289,0.71564388275146484,4.5871599577367306E-3,9.4736836850643172E-2,2.3255810141563416E-2,0.91015625,0,0,0,0,0,1802797,107437,147066,486761,1061533,65880,2352,3058,8578,51892,1.3753999471664426,1.8201999664306641,2.4368999004364014,31.073099136352539,2923947
2013,Bronx County,NY,35620,3.2800000160932534E-2,3.9999999105930328E-2,3.2099999487400055E-2,2.5900000706315044E-2,0.03480000048875808,3.3661999702453613,0.12861339747905731,0.31147539615631104,0.31557378172874456,0.26341462135314936,0.04819276928901671,0,0,0,0,0,8744818,2360864.0000000005,1946243.9999999995,2734955.9999999995,1702753.9999999998,287203.00000000006,94444.999999999985,62562.000000000007,70942.000000000015,59254,2.4563000202178951,2.7681999206542969,3.3798000812530509,18.065200805664059,4734366
2013,Broomfield County,CO,19740,0.02199999988079071,2.5900000706315044E-2,2.4599999189376831E-2,2.2299999371170998E-2,2.0099999383091927E-2,3.3833999633789062,-0.21247906982898709,-0.125,-8.8888891041278839E-2,-0.10441766679286955,-0.32323232293128973,14688.142578125,839.90161132812489,792.791015625,2697.9436035156255,10357.505859375,2653215,225570.99999999997,329733,1021563.9999999999,1076346.9999999998,58296.000000000007,5836.9999999999991,8110,22739.000000000004,21610.000000000004,1.6259000301361084,2.1454999446868896,3.0522000789642334,8.966799736022951,4527634
2013,Broward County,FL,33100,2.4800000712275505E-2,3.8199998438358307E-2,3.1399998813867569E-2,2.4900000542402267E-2,2.0999999716877937E-2,4.4932999610900879,-0.2333996593952179,-2.0512819290161133E-2,-9.2485547065734863E-2,-0.16442953050136566,-0.34375,225700.78125,2394.72412109375,9339.4677734375,37060.13671875,176906.453125,29519218,2991916,2912817,7499971,16114514,730931,114290,91444,186439,338758,2.3564999103546143,2.7223999500274658,3.4033999443054199,13.130200386047363,4862114
2013,Brown County,IN,26900,3.0300000682473183E-2,3.3399999141693115E-2,3.0400000512599949E-2,2.7100000530481339E-2,0.03310000151395797,3.6135001182556157,-4.9912698566913605E-2,-0.09973046183586122,-8.1570997834205641E-2,-7.5085319578647614E-2,0.0247677993029356,360.99230957031256,107.36699676513672,99.67960357666017,153.94569396972659,0,184804,28769.999999999996,36516,70749,48769.000000000007,5601,960,1109,1919.0000000000002,1613,2.0869998931884766,2.6405000686645508,3.5536999702453618,12.407699584960937,2887864
2013,Brown County,OH,17140,2.6100000366568565E-2,2.5900000706315041E-2,2.6200000196695328E-2,2.4499999359250069E-2,0.02999999932944775,2.6361000537872314,-3.6991551518440247E-2,-0.1190476194024086,-1.5037589706480503E-2,0,4.5296169817447662E-2,224.51649475097653,193.38180541992187,27.288200378417972,3.846499919891357,0,243433.00000000003,55047.000000000007,61476.999999999993,88156.999999999985,38752,6353,1425,1608,2156.0000000000005,1164,1.601099967956543,2.264800071716309,3.0799999237060551,10.58180046081543,1516194
2013,Bucks County,PA,37980,0.0210999995470047,2.4900000542402271E-2,0.0210999995470047,1.8899999558925629E-2,2.2099999710917473E-2,3.6468999385833745,-0.17751933634281158,-0.17275747656822205,-0.17578125,-0.15999999642372134,-0.18148148059844973,90631.0625,8002.57470703125,9468.232421875,24236.357421875004,48923.898437499993,20325670,1531348,2108095,6737527.0000000009,9948700.0000000019,429639,38091,44499,127358.00000000001,219691,1.5592000484466553,1.8440999984741209,2.6108999252319336,10.7322998046875,7867053
2013,Bullitt County,KY,31140,2.4599999189376835E-2,2.7300000190734863E-2,2.3099999874830246E-2,0.02370000071823597,2.6300000026822094E-2,2.5046999454498295,-0.25503015518188477,-0.25205478072166443,-0.27586206793785095,-0.23051947355270386,-0.23323614895343781,7165.767578125,1631.4899902343752,2005.9168701171875,2697.4296875,830.93121337890636,890457,178260,229150.99999999997,379462,103583.99999999999,21891,4875,5304.0000000000009,8990,2722,1.722599983215332,2.0090999603271484,3.0167999267578129,9.386199951171875,2130670
2013,Burke County,GA,12260,0.04179999977350235,6.4699999988079071E-2,4.8099998384714127E-2,4.2599998414516449E-2,2.2500000894069672E-2,5.1616997718811035,3.7748109549283981E-2,0.30443549156188965,0.15347722172737122,0.20679886639118195,-0.44987773895263677,862.997314453125,0,0,0,862.997314453125,164151,29247,30728,57379,46797,6865,1892.9999999999998,1478,2443,1051,4.0276999473571777,4.2228999137878418,5.6813998222351074,13.137499809265135,819123
